node1,node2,distance
103,222,0.9707117119568482
1,5,0.8865774159857115
1,5,0.8865774159857115
1,5,0.8865774159857115
1,5,0.8865774159857115
1,5,0.8865774159857115
1,5,0.8865774159857115
1,5,0.8865774159857115
1,5,0.8865774159857115
1,5,0.8865774159857115
1,5,0.8865774159857115
1,5,0.8865774159857115
1,5,0.8865774159857115
1,5,0.8865774159857115
1,5,0.8865774159857115
1,5,0.8865774159857115
1,5,0.8865774159857115
1,5,0.8865774159857115
1,5,0.8865774159857115
1,5,0.8865774159857115
1,5,0.8865774159857115
1,5,0.8865774159857115
1,5,0.8865774159857115
1,5,0.8865774159857115
1,5,0.8865774159857115
1,5,0.8865774159857115
1,5,0.8865774159857115
1,5,0.8865774159857115
1,5,0.8865774159857115
1,5,0.8865774159857115
1,5,0.8865774159857115
1,5,0.8865774159857115
1,5,0.8865774159857115
1,5,0.8865774159857115
1,5,0.8865774159857115
1,5,0.8865774159857115
1,5,0.8865774159857115
1,5,0.8865774159857115
1,5,0.8865774159857115
1,5,0.8865774159857115
1,5,0.8865774159857115
1,5,0.8865774159857115
1,5,0.8865774159857115
1,5,0.8865774159857115
1,5,0.8865774159857115
1,5,0.8865774159857115
1,5,0.8865774159857115
1,5,0.8865774159857115
1,5,0.8865774159857115
1,5,0.8865774159857115
1,5,0.8865774159857115
1,5,0.8865774159857115
1,5,0.8865774159857115
1,5,0.8865774159857115
1,5,0.8865774159857115
1,5,0.8865774159857115
1,5,0.8865774159857115
1,5,0.8865774159857115
1,5,0.8865774159857115
1,5,0.8865774159857115
1,5,0.8865774159857115
1,5,0.8865774159857115
1,5,0.8865774159857115
1,5,0.8865774159857115
1,5,0.8865774159857115
1,5,0.8865774159857115
1,5,0.8865774159857115
1,5,0.8865774159857115
1,5,0.8865774159857115
1,5,0.8865774159857115
1,5,0.8865774159857115
1,5,0.8865774159857115
1,5,0.8865774159857115
1,5,0.8865774159857115
1,5,0.8865774159857115
1,5,0.8865774159857115
1,5,0.8865774159857115
1,5,0.8865774159857115
1,5,0.8865774159857115
1,5,0.8865774159857115
1,5,0.8865774159857115
1,5,0.8865774159857115
1,5,0.8865774159857115
1,5,0.8865774159857115
1,5,0.8865774159857115
1,5,0.8865774159857115
1,5,0.8865774159857115
1,5,0.8865774159857115
1,5,0.8865774159857115
1,5,0.8865774159857115
1,5,0.8865774159857115
1,5,0.8865774159857115
1,5,0.8865774159857115
1,5,0.8865774159857115
1,5,0.8865774159857115
1,5,0.8865774159857115
1,5,0.8865774159857115
1,5,0.8865774159857115
1,5,0.8865774159857115
1,5,0.8865774159857115
1,5,0.8865774159857115
1,5,0.8865774159857115
1,5,0.8865774159857115
1,5,0.8865774159857115
1,5,0.8865774159857115
1,5,0.8865774159857115
1,5,0.8865774159857115
1,5,0.8865774159857115
1,5,0.8865774159857115
1,5,0.8865774159857115
1,5,0.8865774159857115
1,5,0.8865774159857115
1,5,0.8865774159857115
1,5,0.8865774159857115
1,5,0.8865774159857115
1,5,0.8865774159857115
1,5,0.8865774159857115
1,5,0.8865774159857115
1,5,0.8865774159857115
1,5,0.8865774159857115
1,5,0.8865774159857115
1,5,0.8865774159857115
1,5,0.8865774159857115
1,5,0.8865774159857115
1,5,0.8865774159857115
1,5,0.8865774159857115
1,5,0.8865774159857115
1,5,0.8865774159857115
1,5,0.8865774159857115
1,5,0.8865774159857115
1,5,0.8865774159857115
1,5,0.8865774159857115
1,5,0.8865774159857115
1,5,0.8865774159857115
1,5,0.8865774159857115
1,5,0.8865774159857115
1,5,0.8865774159857115
1,5,0.8865774159857115
1,5,0.8865774159857115
1,5,0.8865774159857115
1,5,0.8865774159857115
1,5,0.8865774159857115
1,5,0.8865774159857115
1,5,0.8865774159857115
1,5,0.8865774159857115
1,5,0.8865774159857115
1,5,0.8865774159857115
1,5,0.8865774159857115
1,5,0.8865774159857115
1,5,0.8865774159857115
1,5,0.8865774159857115
1,5,0.8865774159857115
1,5,0.8865774159857115
1,5,0.8865774159857115
1,5,0.8865774159857115
1,5,0.8865774159857115
1,5,0.8865774159857115
1,5,0.8865774159857115
1,5,0.8865774159857115
1,5,0.8865774159857115
1,5,0.8865774159857115
1,5,0.8865774159857115
1,5,0.8865774159857115
1,5,0.8865774159857115
1,5,0.8865774159857115
1,5,0.8865774159857115
1,5,0.8865774159857115
1,5,0.8865774159857115
1,5,0.8865774159857115
1,5,0.8865774159857115
1,5,0.8865774159857115
1,5,0.8865774159857115
1,5,0.8865774159857115
1,5,0.8865774159857115
1,5,0.8865774159857115
1,5,0.8865774159857115
1,5,0.8865774159857115
1,5,0.8865774159857115
1,5,0.8865774159857115
1,5,0.8865774159857115
1,5,0.8865774159857115
1,5,0.8865774159857115
1,5,0.8865774159857115
1,5,0.8865774159857115
1,5,0.8865774159857115
1,5,0.8865774159857115
1,5,0.8865774159857115
1,5,0.8865774159857115
1,5,0.8865774159857115
1,5,0.8865774159857115
1,5,0.8865774159857115
1,5,0.8865774159857115
1,5,0.8865774159857115
1,5,0.8865774159857115
1,5,0.8865774159857115
1,5,0.8865774159857115
1,5,0.8865774159857115
1,5,0.8865774159857115
1,5,0.8865774159857115
1,5,0.8865774159857115
1,5,0.8865774159857115
134,147,0.6813378475684809
134,147,0.6813378475684809
134,147,0.6813378475684809
674,736,0.6047693187267262
674,736,0.6047693187267262
674,736,0.6047693187267262
221,266,0.5982821059839198
628,674,0.5936669647111307
628,674,0.5936669647111307
628,674,0.5936669647111307
628,674,0.5936669647111307
285,368,0.558280809606144
285,368,0.558280809606144
285,368,0.558280809606144
285,368,0.558280809606144
285,368,0.558280809606144
285,368,0.558280809606144
285,368,0.558280809606144
285,368,0.558280809606144
285,368,0.558280809606144
285,368,0.558280809606144
285,368,0.558280809606144
285,368,0.558280809606144
285,368,0.558280809606144
117,134,0.5395197014958989
117,134,0.5395197014958989
117,134,0.5395197014958989
117,134,0.5395197014958989
18,36,0.48397718292425423
90,101,0.456628181729531
90,101,0.456628181729531
90,101,0.456628181729531
90,101,0.456628181729531
90,101,0.456628181729531
90,101,0.456628181729531
90,101,0.456628181729531
90,101,0.456628181729531
90,101,0.456628181729531
90,101,0.456628181729531
90,101,0.456628181729531
90,101,0.456628181729531
90,101,0.456628181729531
90,101,0.456628181729531
90,101,0.456628181729531
90,101,0.456628181729531
90,101,0.456628181729531
90,101,0.456628181729531
90,101,0.456628181729531
90,101,0.456628181729531
90,101,0.456628181729531
90,101,0.456628181729531
90,101,0.456628181729531
90,101,0.456628181729531
90,101,0.456628181729531
90,101,0.456628181729531
90,101,0.456628181729531
90,101,0.456628181729531
90,101,0.456628181729531
90,101,0.456628181729531
90,101,0.456628181729531
