w1,w2
0.6731791038838384,0.9655479287076896
0.7038186311376878,0.9319322473835207
0.6872863434780734,0.8959934138252651
0.7256563597121278,0.9332426387704023
0.6987462997234071,0.9312823760699388
0.7249741630638161,0.8368110206659715
0.30851920412154954,0.6873026305769199
0.24784564880137078,0.5612037049809958
0.2415356394452818,0.19812124684532847
0.3552683256212923,0.28259546552179476
0.40977681056920184,0.14454577695919418
0.46198187208860986,0.055422245990448794
0.45365146996501693,0.013939276982730016
0.44219246281422825,0.025446990569556342
0.3550644366804933,0.12361918963827216
0.3089629407807422,0.16367341446188755
0.2443821799810455,0.15204970403544835
0.12516428598237045,0.20476093576988713
0.08263695620597007,0.25383065111424447
0.05528205055178304,0.3057877898400043
0.6456959512826942,0.9216411372210173
0.662233693802297,0.9677594536926091
0.6927899085354368,0.9332035344477134
0.6852021182987402,0.9510561548407154
0.6295979159444892,0.7904381362618669
0.43396302418471655,0.7606284303979391
0.6492827635796483,0.7064891331488005
0.5981487952272779,0.30841333448292163
0.448857802968742,0.12965269227859916
0.2914750627268524,0.13487942913604792
0.4148064133924307,0.12136881113238276
0.39292971829579776,0.03519347579606177
0.4071514474161113,0.04433847771322688
0.4205669629064771,0.07021869384991097
0.36855418162620635,0.09016271432832303
0.2470656095155102,0.09863602205565927
0.18540373544236471,0.1741751848276955
0.13473439225197076,0.19011455689698228
0.09053838915614194,0.2672259867848805
0.07035894181425287,0.2700297932846241
0.634314485279499,0.9746407404908731
0.6177364949599028,0.9739757978545327
0.6536217572806156,0.9540743173326652
0.6042123404796793,0.9423669285471766
0.6720080826972901,0.7761788659192511
0.4875894840561363,0.5621022719388671
0.6216510893343308,0.6037674942995375
0.528329338032042,0.3650182517452201
0.19174718681723002,0.2998303231290516
0.3156180502151892,0.11944692224914344
0.40427170636701865,0.13303170425397812
0.37224860312181984,0.04206144168830577
0.40404869338762744,0.04374040650865465
0.3764888630878814,0.11511453007495291
0.2858105852088077,0.1207034187691931
0.2837766066225617,0.1793379073506019
0.22982067848729054,0.20382426754734245
0.12491585407228721,0.21789048768673508
0.11362200049808407,0.27204497715671716
0.09603275207352181,0.3069037072291368
0.5790489227630102,0.9488625074605892
0.5960706534471525,0.9795107099491194
0.5924636154561911,0.9782756656190642
0.6054280463323346,0.8785696283450127
0.46226712693066385,0.891600584372829
0.3471389982653829,0.5758503750658355
0.37647939136208863,0.7220740666140093
0.12593754253639933,0.4293051321245612
0.18800346584345806,0.49084315197872197
0.19375000989501723,0.25360548547557316
0.33047241608186234,0.23370863242719678
0.3682466819677036,0.1459960885693471
0.3066189625232876,0.088111052761146
0.31186513469228977,0.17513622611902488
0.42230242169779736,0.1651779069455607
0.3690435159659295,0.16727388708596203
0.15383950185083228,0.23689168260487245
0.11871170010176438,0.26335888146861147
0.1076514787406205,0.2181457661227349
0.07259731363882328,0.269887328569128
0.5281446202697045,0.9749722142341403
0.5505768282925337,0.9694356876514224
0.5275991530826764,0.9460191798105052
0.5194295182508135,0.964651620573369
0.5398768149684638,0.7901432443579206
0.43204752110026057,0.6255053439603484
0.18372778345516988,0.4838849435435126
0.1563159040400769,0.5837443540425673
0.07216548400249144,0.5193826094139186
0.10969515297734514,0.3980753098944928
0.1082791720346331,0.3677537005555393
0.2637156548336681,0.22834368680840036
0.377174899246824,0.2058144366908207
0.3071758039349068,0.3238236649127999
0.20916109869197852,0.29925539780596233
0.44777594222317185,0.20119438763308653
0.12400342399137625,0.2970402761418027
0.29071775044974113,0.3143889978325826
0.14086894770945338,0.3636921410176398
0.1709695358512406,0.39225360556903666
0.5129595288098099,0.9906535637199064
0.5080570548597089,0.9701651311893773
0.4806319953147771,0.9774979369059403
0.4970372225669662,0.8917588312074186
0.44155454526959226,0.7992496569739427
0.24650319567260628,0.7552087439765688
0.06128370614662708,0.6115385772615833
0.05521641692520308,0.5220293159754442
0.04197999964633334,0.5126472633880533
0.032689911437199876,0.47532081343420146
0.07500433997858529,0.43375352434593506
0.16710572904949633,0.4256552946468
0.27890712558240704,0.25939824317466353
0.40401902626706043,0.4608587837394738
0.18729344130731204,0.45513839117650995
0.5406159908092827,0.25471716665058447
0.10333408255731817,0.2908097252515465
0.3766232128578643,0.2139852271261146
0.21733229149037356,0.17080780486318858
0.3822045979155191,0.3280988475375687
0.5374325830095309,0.9847249172132646
0.5020011881104771,0.9666648255310004
0.4853294931696149,0.9789645361098517
0.41170365220944055,0.8577680046983708
0.25926868654293056,0.741540181177822
0.13477398727437634,0.6482077464837861
0.04659102567803742,0.6351031612659881
0.031635286352978374,0.5647746236614849
0.008602008845047866,0.535997480131436
0.010146701986596578,0.5055862702134779
0.03515803917223116,0.4953269638528657
0.03733425599435266,0.45275888171423345
0.21449897242005644,0.31137593135616115
0.21837262664180157,0.563703606621691
0.5231191831359073,0.5819022780745485
0.3658894439250402,0.11025137019658743
0.24526573576690613,0.5654231168041134
0.49901258386647185,0.40111507278681074
0.14829708483016601,0.5074032266073171
0.4214102690817638,0.5752883234696883
0.5674682062765501,0.9712663056733327
0.5259208757605248,0.9807965266512358
0.49980582339454505,0.9383773983826436
0.3819107162199232,0.8316167452403699
0.20796623958820443,0.7953467098461755
0.10065520154128209,0.6890866021479471
0.04046375245619117,0.6531153552324158
0.02557477952206669,0.604773782145766
0.011837587711543711,0.5696060857331109
0.02174128580637667,0.5399713095477996
0.030954772300333975,0.5207772287437813
0.12765133997676353,0.5170072851916978
0.28556137042990604,0.3228263115635428
0.2550427429887387,0.21992510625615835
0.3279118928685261,0.1446169664188906
0.5471724955370441,0.1398803077822177
0.3863773845578486,0.6133852158750533
0.21129132344245571,0.1636652496216152
0.25967340840975184,0.6237458247676131
0.25362536819658593,0.15441922814437098
0.5853709888189333,0.8996509310174222
0.5678106437125164,0.8909733053432367
0.4746328097035082,0.9196994066700752
0.29797753626516005,0.8381100941562044
0.11819430305310237,0.7567043838683514
0.07290125393104589,0.721739548172101
0.0459992820424958,0.68893154297962
0.0291795371589506,0.6429878364146981
0.020279550471809085,0.6060643926353529
