w1,w2
0.04523993250196421,0.014028369791471245
0.06585438317870863,0.013494310045160227
0.11274537687779429,0.007758036975007869
0.1809040039294776,0.014714543979346824
0.23107860657635207,0.011093162288367105
0.27212841489478995,0.0010963872886013057
0.320380763664134,0.000991779858343443
0.3680093854503156,0.0032674751243579247
0.45575033200789716,0.18012565879508705
0.23551653144464477,0.057637336047463815
0.25292147333226783,0.4180387882029888
0.11713887327173092,0.390515604349386
0.01574861511920119,0.2788172422750878
0.02382853544599095,0.4062549129136091
0.07689463942569748,0.3972302286610773
0.020164696040827747,0.5254828075250496
0.009898235617419428,0.5068555276177519
0.08498496329237061,0.5253118844482003
0.12469873719160189,0.5290288525058973
0.09832992143396399,0.5025394531403089
0.07069030375897506,0.013278653964698755
0.09625450398591298,0.007563002329979231
0.14349936214463216,0.0043166973883384165
0.1964280298817466,0.004926486936071643
0.24524680674104823,0.0027172652403359646
0.28242953292352674,0.005838181248715587
0.312522585949324,0.006962947567976893
0.32747728038674395,0.02931677722455592
0.30556953384849683,0.07041715560184485
0.31319726365027223,0.053941939112507754
0.1500027782671469,0.40355346375630813
0.09234848565666952,0.4078539523090322
0.15017586158274548,0.40006891731432015
0.11169642031947064,0.33214558840466724
0.028499380061766673,0.4943479595571452
0.016258488688452064,0.5070876072132832
0.05095385815139597,0.5374455920012337
0.03323040441914803,0.6160585295780836
0.14475242687252207,0.6138316117073378
0.1864945202242743,0.7996226574578835
0.12160834391064672,0.006615848059897168
0.14703154723120032,0.0064050862714000135
0.18435789434508115,0.0029823353814733633
0.22969653355050745,0.001103296548643116
0.27274784369752797,0.006441536306372922
0.31270119194998347,0.0005223277523361535
0.34477312418566797,0.02658915805999494
0.3661330530478203,0.06586543425115053
0.34356757456543163,0.051396250054387985
0.34028779999549286,0.29267377683476076
0.1978365053772805,0.41631044310863
0.3270081926064622,0.18402810418021154
0.2241982084470513,0.49578829837921756
0.2201505644364064,0.5274956245846847
0.053012670439707144,0.5682565762150958
0.13021077059517103,0.5475455920686704
0.060200853930165686,0.640130439314862
0.08997948137034123,0.6864788698778697
0.2041965515658862,0.7739248546865658
0.2641414796473822,0.7929721287071358
0.16480228444360862,0.021760432595369278
0.20693941563099924,0.003312168230364608
0.23947841582186774,0.0014362668777318085
0.28271400283721526,0.0027396867538771502
0.3193326043687579,0.0004455915654464032
0.3473325741480798,0.01110649857640516
0.4032522607536442,0.0006679622053798807
0.40056718240273415,0.023569148555423004
0.4007658039991164,0.010615232737230473
0.33450692596733617,0.03693779885900412
0.5930097863572235,0.24338886860560813
0.17708926831577423,0.22609448964677908
0.2962367140192075,0.2836062052427961
0.21378130562362777,0.39781288204468396
0.21994588010280433,0.6933358590724185
0.25033502010373715,0.5999721770921622
0.1776065211423998,0.6874237016424399
0.2239942772663399,0.8379480558347429
0.27382127077925494,0.9193943369506619
0.3031070100180127,0.9266442014899443
0.22954171722889583,0.007340198372424532
0.26774686854252916,0.0026819977518051804
0.31125085322761015,0.0010463062468234056
0.35137079130576326,0.00702827917687464
0.3715608450955818,0.0003653668835131041
0.39914478837719797,0.015182292047223165
0.45029417988797277,0.03309666898858473
0.4853744186949225,0.0027194824438585064
0.5404002589156852,0.15482882570746834
0.6284102465070728,0.21747249110898595
0.30809641335592286,0.4768962971083466
0.6114622580660931,0.6330390646542691
0.37105986933066987,0.3466570317227623
0.49740049794121605,0.7993974631366779
0.4743130101651849,0.6271426721978354
0.3928463860429259,0.7342087403200516
0.3329073565107609,0.895242655200063
0.34531498636189256,0.9429633345783484
0.343372559875685,0.968055706020998
0.32054010040087794,0.9911311905519199
0.3514708133844416,0.06190982761503424
0.4051515943183364,0.0049958966714618745
0.40141534948163815,0.0017857732145800586
0.41387670325502185,0.0007539819407673955
0.42857112805901276,0.005059223872586009
0.46616244811488744,0.000565161721915114
0.4820890857777193,0.042917423779275335
0.5320285539953671,0.08855786350690019
0.621818164199837,0.05286175122027574
0.6033329119327956,0.3396617644178363
0.3353111118267523,0.5345218788624001
